Employee Number,Attrition,AgeBand,Age,Department,Education,Education Field,Gender,JobRole,MaritalStatus,BusinessTravel,OverTime,TrainingTimesLastYear,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1746,No,Under 25,24,HR,Bachelor's Degree,Medical,Male,Human Resources,Married,Travel_Frequently,No,2,897,10,1,59,3,1,4,2145,2097,0,14,3,4,1,3,3,2,2,2,1
1590,No,25 - 34,29,R&D,High School,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Frequently,No,0,995,2,1,87,3,2,4,8853,24483,1,19,3,4,1,6,4,6,4,1,3
1615,No,25 - 34,34,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Divorced,Travel_Frequently,No,3,426,10,3,42,4,2,4,4724,17000,1,13,3,1,1,9,3,9,7,7,2
1485,No,25 - 34,34,R&D,Bachelor's Degree,Medical,Male,Research Director,Divorced,Travel_Frequently,No,3,829,15,2,71,3,4,1,17007,11929,7,14,3,4,2,16,2,14,8,6,9
1431,No,25 - 34,34,R&D,Master's Degree,Other,Male,Research Scientist,Divorced,Travel_Frequently,No,2,560,1,4,91,3,1,1,2996,20284,5,14,3,3,2,10,3,4,3,1,3
1653,No,25 - 34,25,R&D,High School,Life Sciences,Male,Manufacturing Director,Divorced,Travel_Frequently,No,6,772,2,4,77,4,2,3,5206,4973,1,17,3,3,2,7,3,7,7,0,7
1941,No,45 - 54,49,R&D,High School,Life Sciences,Male,Research Director,Married,Travel_Frequently,No,3,1064,2,2,42,3,5,4,19161,13738,3,15,3,4,0,28,3,5,4,4,3
1852,No,25 - 34,29,R&D,High School,Medical,Male,Laboratory Technician,Married,Travel_Frequently,No,3,574,20,4,40,3,1,4,3812,7003,1,13,3,2,0,11,4,11,8,3,10
1997,No,35 - 44,38,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Frequently,No,1,508,6,1,72,2,2,3,5321,14284,2,11,3,4,1,10,3,8,3,7,7
1720,No,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Frequently,No,3,585,10,1,56,3,1,3,3433,17360,6,13,3,1,1,10,2,5,2,1,3
1918,No,25 - 34,26,R&D,Bachelor's Degree,Other,Male,Laboratory Technician,Married,Travel_Frequently,No,3,1096,6,3,61,4,1,4,2544,7102,0,18,3,1,1,8,3,7,7,7,7
2061,No,35 - 44,36,R&D,Associates Degree,Medical,Male,Laboratory Technician,Married,Travel_Frequently,No,3,884,23,3,41,4,2,4,2571,12290,4,17,3,3,1,17,3,5,2,0,3
1597,No,25 - 34,34,R&D,Master's Degree,Technical Degree,Male,Healthcare Representative,Married,Travel_Frequently,No,3,653,10,4,92,2,2,3,5063,15332,1,14,3,2,1,8,2,8,2,7,7
1668,No,35 - 44,38,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Frequently,No,4,1189,1,4,90,3,2,4,4735,9867,7,15,3,4,2,19,4,13,11,2,9
1922,No,45 - 54,45,R&D,Master's Degree,Medical,Male,Healthcare Representative,Single,Travel_Frequently,No,3,1297,1,2,44,3,2,3,5399,14511,4,12,3,3,0,12,3,4,2,0,3
1412,No,35 - 44,35,R&D,Associates Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Frequently,No,2,200,18,3,60,3,3,4,9362,19944,2,11,3,3,0,10,3,2,2,2,2
1648,No,25 - 34,27,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Single,Travel_Frequently,No,0,591,2,4,87,3,1,4,2580,6297,2,13,3,3,0,6,2,4,2,1,2
1812,No,35 - 44,39,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Frequently,No,6,766,20,3,83,3,2,4,4127,19188,2,18,3,4,1,7,3,2,1,2,2
1700,No,35 - 44,37,Sales,Master's Degree,Medical,Male,Sales Executive,Divorced,Travel_Frequently,No,2,1278,1,3,31,1,2,4,9525,7677,1,14,3,3,2,6,2,6,3,1,3
2065,No,45 - 54,49,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Frequently,No,3,1023,2,4,63,2,2,2,5390,13243,2,14,3,4,0,17,2,9,6,0,8
1477,No,25 - 34,33,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Frequently,No,2,430,7,4,54,3,2,1,4373,17456,0,14,3,1,2,5,3,4,3,0,3
1507,No,25 - 34,28,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Single,Travel_Frequently,No,5,467,7,3,55,3,2,1,4898,11827,0,14,3,4,0,5,3,4,2,1,3
1613,No,25 - 34,31,Sales,Master's Degree,Other,Male,Sales Executive,Single,Travel_Frequently,No,3,715,2,4,54,3,2,1,5332,21602,7,13,3,4,0,10,3,5,2,0,3
1853,No,25 - 34,32,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Frequently,No,2,1318,10,4,79,3,2,4,4648,26075,8,13,3,3,0,4,4,0,0,0,0
1794,No,35 - 44,37,HR,Associates Degree,Other,Male,Human Resources,Divorced,Travel_Rarely,No,4,1239,8,3,89,3,2,2,4071,12832,2,13,3,3,0,19,2,10,0,4,7
1865,No,25 - 34,29,HR,High School,Medical,Male,Human Resources,Married,Travel_Rarely,No,3,352,6,4,87,2,1,2,2804,15434,1,11,3,4,0,1,3,1,0,0,0
1419,No,25 - 34,29,HR,Bachelor's Degree,Other,Male,Human Resources,Single,Travel_Rarely,No,3,332,17,2,51,2,3,1,7988,9769,1,13,3,1,0,10,2,10,9,0,9
1778,No,35 - 44,43,HR,Bachelor's Degree,Life Sciences,Male,Human Resources,Single,Travel_Rarely,No,5,244,2,2,97,3,1,4,3539,5033,0,13,3,2,0,10,3,9,7,1,8
1694,No,Over 55,55,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Divorced,Travel_Rarely,No,1,1441,22,1,94,2,1,2,3537,23737,5,12,3,4,1,8,3,4,2,1,2
1506,No,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,2,1423,1,1,72,2,1,3,1563,12530,1,14,3,4,1,1,1,1,0,0,0
1892,No,35 - 44,40,R&D,Master's Degree,Life Sciences,Male,Manager,Divorced,Travel_Rarely,No,3,1137,1,1,98,3,4,1,16823,18991,2,11,3,1,1,22,3,19,7,11,16
1881,No,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Divorced,Travel_Rarely,No,2,311,20,2,89,3,2,3,4197,18624,1,11,3,1,1,10,3,10,8,0,2
1627,No,35 - 44,39,R&D,Associates Degree,Medical,Male,Laboratory Technician,Divorced,Travel_Rarely,No,3,170,3,3,76,2,2,3,3069,10302,0,15,3,4,1,11,3,10,8,0,7
1474,No,35 - 44,40,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Travel_Rarely,No,3,896,2,3,68,3,1,3,2345,8045,2,14,3,3,1,8,4,3,1,1,2
1857,No,45 - 54,46,R&D,Associates Degree,Life Sciences,Male,Manufacturing Director,Divorced,Travel_Rarely,No,4,706,2,4,82,3,3,4,8578,19989,3,14,3,3,1,12,2,9,8,4,7
1599,No,35 - 44,43,R&D,Bachelor's Degree,Technical Degree,Male,Laboratory Technician,Divorced,Travel_Rarely,No,0,990,27,4,87,4,1,2,4876,5855,5,12,3,3,1,8,3,6,4,0,2
1940,No,35 - 44,38,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Divorced,Travel_Rarely,No,0,1206,9,2,71,3,1,4,4771,14293,2,19,3,4,2,10,4,5,2,0,3
1424,No,Over 55,55,R&D,Master's Degree,Medical,Male,Research Director,Divorced,Travel_Rarely,No,4,1136,1,2,81,4,4,4,14732,12414,2,13,3,4,2,31,4,7,7,0,0
1484,No,45 - 54,49,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,No,3,1490,7,3,35,3,3,2,10466,20948,3,14,3,2,2,29,3,8,7,0,7
1859,No,25 - 34,29,R&D,High School,Life Sciences,Male,Healthcare Representative,Divorced,Travel_Rarely,No,3,726,29,4,93,1,2,3,6384,21143,8,17,3,4,2,11,3,7,0,1,6
1619,No,25 - 34,27,R&D,Bachelor's Degree,Other,Male,Laboratory Technician,Divorced,Travel_Rarely,No,3,1302,19,4,67,2,1,1,4066,16290,1,11,3,1,2,7,3,7,7,0,7
1671,No,25 - 34,32,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Divorced,Travel_Rarely,No,4,977,2,4,45,3,2,2,5470,25518,0,13,3,3,2,10,2,9,5,1,6
1553,No,45 - 54,45,R&D,Master's Degree,Technical Degree,Male,Healthcare Representative,Divorced,Travel_Rarely,No,4,538,1,1,66,3,3,2,7441,20933,1,12,3,1,3,10,3,10,8,7,7
1725,No,Under 25,24,R&D,High School,Medical,Male,Laboratory Technician,Divorced,Travel_Rarely,No,2,506,29,2,91,3,1,1,3907,3622,1,13,3,2,3,6,4,6,2,1,2
1551,No,Under 25,24,R&D,Associates Degree,Technical Degree,Male,Laboratory Technician,Divorced,Travel_Rarely,No,3,350,21,3,57,2,1,1,2296,10036,0,14,3,2,3,2,3,1,1,0,0
1871,No,35 - 44,39,R&D,Master's Degree,Other,Male,Research Scientist,Divorced,Travel_Rarely,No,2,835,19,4,41,3,2,4,3902,5141,8,14,3,2,3,7,3,2,2,2,2
2031,No,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Male,Manager,Married,Travel_Rarely,No,2,300,2,1,56,3,5,3,18880,17312,5,11,3,1,0,24,2,22,6,4,14
1543,No,35 - 44,37,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,2,674,13,1,47,3,2,4,4285,3031,1,17,3,1,0,10,3,10,8,3,7
1434,No,25 - 34,27,R&D,High School,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,3,1377,11,2,91,3,1,1,2099,7679,0,14,3,2,0,6,4,5,0,1,4
1621,No,35 - 44,35,R&D,Doctoral Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,2,819,18,2,48,4,2,1,5208,26312,1,11,3,4,0,16,3,16,15,1,10
2068,No,25 - 34,34,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,3,628,8,2,82,4,2,3,4404,10228,2,12,3,1,0,6,4,4,3,1,2
1689,No,45 - 54,53,R&D,Master's Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,No,2,1395,24,2,48,4,3,4,7005,3458,3,15,3,3,0,11,3,4,3,1,2
1867,No,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,3,1224,10,4,91,2,5,2,19665,13583,4,12,3,4,0,29,3,22,10,12,9
1989,No,25 - 34,30,R&D,Associates Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,6,911,1,4,76,3,1,2,3748,4077,1,13,3,3,0,12,2,12,8,1,7
1954,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,No,5,136,1,1,89,3,2,1,5373,6225,0,12,3,1,1,6,2,5,3,0,2
1473,No,45 - 54,49,R&D,Master's Degree,Technical Degree,Male,Healthcare Representative,Married,Travel_Rarely,No,0,1495,5,1,96,3,2,3,6651,21534,2,14,3,2,1,20,2,3,2,1,2
1971,No,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,No,1,574,11,1,30,3,3,3,7510,16873,1,17,3,2,1,10,3,10,9,0,9
1415,No,25 - 34,25,R&D,Bachelor's Degree,Technical Degree,Male,Laboratory Technician,Married,Travel_Rarely,No,2,949,1,1,81,3,1,4,3229,4910,4,11,3,2,1,7,2,3,2,0,2
1438,No,45 - 54,47,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,No,2,465,1,1,74,3,1,4,3420,10205,7,12,3,3,1,17,2,6,5,1,2
1826,No,35 - 44,35,R&D,Master's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,2,185,23,2,91,1,1,3,2705,9696,0,16,3,2,1,6,4,5,4,0,3
1609,No,25 - 34,30,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,3,241,7,2,48,2,1,2,2141,5348,1,12,3,2,1,6,2,6,4,1,1
1696,No,25 - 34,34,R&D,Associates Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,3,1157,5,2,57,2,2,4,3986,11912,1,14,3,3,1,15,4,15,10,4,13
1931,No,25 - 34,27,R&D,Master's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,No,3,1354,2,2,41,3,1,2,2226,6073,1,11,3,3,1,6,2,5,3,1,2
1721,No,25 - 34,31,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,2,741,2,2,69,3,1,3,3477,18103,1,14,3,4,1,6,4,5,2,0,3
1729,No,25 - 34,30,R&D,High School,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,2,793,16,2,33,3,1,4,2862,3811,1,12,3,2,1,10,2,10,0,0,8
1580,No,25 - 34,34,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,3,1351,1,2,45,3,2,4,5484,13008,9,17,3,2,1,9,2,2,2,2,1
1903,No,35 - 44,44,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,No,5,170,1,2,78,4,2,1,5033,9364,2,15,3,4,1,10,3,2,0,2,2
1542,No,35 - 44,42,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,3,1210,2,3,68,2,1,2,4841,24052,4,14,3,2,1,4,3,1,0,0,0
1601,No,35 - 44,35,R&D,Associates Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,5,1349,7,3,63,2,1,4,2690,7713,1,18,3,4,1,1,2,1,0,0,1
1911,No,35 - 44,42,R&D,Bachelor's Degree,Medical,Male,Research Director,Married,Travel_Rarely,No,3,1396,6,3,83,3,3,1,13348,14842,9,13,3,2,1,18,4,13,7,5,7
1799,No,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,6,1181,1,3,82,3,1,4,2044,5531,1,11,3,3,1,5,4,5,3,0,3
1763,No,25 - 34,30,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,No,3,305,16,3,58,4,2,3,5294,9128,3,16,3,3,1,10,3,7,0,1,7
1707,No,Under 25,24,R&D,Bachelor's Degree,Medical,Male,Research Scientist,Married,Travel_Rarely,No,1,581,9,3,62,4,1,3,4401,17616,1,16,3,4,1,5,3,5,3,0,4
2062,No,35 - 44,39,R&D,High School,Medical,Male,Healthcare Representative,Married,Travel_Rarely,No,5,613,6,4,42,2,3,1,9991,21457,4,15,3,1,1,9,3,7,7,1,7
1523,No,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Male,Research Director,Married,Travel_Rarely,No,1,136,28,4,32,3,4,1,16328,22074,3,13,3,3,1,24,4,20,6,14,17
1728,No,35 - 44,35,R&D,Master's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,3,1370,27,4,49,3,2,3,6883,5151,2,16,3,2,1,17,3,7,7,0,7
1798,No,25 - 34,33,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,1,867,8,4,90,4,1,1,3143,6076,6,19,3,2,1,14,3,10,8,7,6
1592,No,Under 25,23,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Married,Travel_Rarely,No,2,977,10,4,45,4,1,3,2073,12826,2,16,3,4,1,4,3,2,2,2,2
1682,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Married,Travel_Rarely,No,2,1351,26,1,80,3,2,3,5347,7419,6,14,3,2,2,10,2,3,2,0,2
2012,No,35 - 44,40,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,3,543,1,1,83,3,1,4,2406,4060,8,19,3,3,2,8,2,1,0,0,0
1803,No,35 - 44,42,R&D,Bachelor's Degree,Medical,Male,Healthcare Representative,Married,Travel_Rarely,No,2,1128,13,2,95,4,2,1,5538,5696,5,18,3,3,2,10,2,0,0,0,0
1596,No,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Married,Travel_Rarely,No,3,750,28,2,46,4,2,3,3407,25348,1,17,3,4,2,10,2,10,9,6,8
1514,No,25 - 34,28,R&D,High School,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,2,1083,29,3,96,1,2,2,6549,3173,1,14,3,2,2,8,2,8,6,1,7
1558,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Married,Travel_Rarely,No,2,598,9,3,91,4,1,3,2451,22376,6,18,3,1,2,5,2,1,0,0,0
1618,No,35 - 44,39,R&D,Doctoral Degree,Medical,Male,Manufacturing Director,Married,Travel_Rarely,No,3,1387,10,2,76,3,2,1,5377,3835,2,13,3,4,3,10,3,7,7,7,7
1698,No,25 - 34,33,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,6,267,21,2,79,4,1,2,2028,13637,1,18,3,4,3,14,3,14,11,2,13
1770,No,Over 55,55,R&D,Bachelor's Degree,Medical,Male,Research Director,Married,Travel_Rarely,No,2,478,2,3,60,2,5,1,19038,19805,8,12,3,2,3,34,3,1,0,0,0
1631,No,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Married,Travel_Rarely,No,2,671,19,3,85,3,2,3,5768,26493,3,17,3,1,3,9,2,4,3,0,2
1718,No,25 - 34,26,R&D,Master's Degree,Medical,Male,Laboratory Technician,Married,Travel_Rarely,No,3,390,17,4,62,1,1,3,2305,6217,1,15,3,3,3,3,4,3,2,0,2
1435,No,35 - 44,36,R&D,Master's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,2,172,4,1,37,2,2,4,5810,22604,1,16,3,3,0,10,2,10,4,1,8
1659,No,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,4,311,7,1,77,3,1,2,2013,10950,2,11,3,3,0,15,3,4,3,1,3
1533,No,Under 25,23,R&D,High School,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,2,507,20,1,97,3,2,3,2272,24812,0,14,3,2,0,5,3,4,3,1,2
1577,No,25 - 34,34,R&D,Master's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,4,479,7,1,35,3,1,4,2972,22061,1,13,3,3,0,1,1,1,0,0,0
2014,No,35 - 44,39,R&D,High School,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,116,24,1,52,3,2,4,4108,5340,7,13,3,1,0,18,3,7,7,1,7
1981,No,Under 25,24,R&D,Associates Degree,Life Sciences,Male,Healthcare Representative,Single,Travel_Rarely,No,2,771,1,2,45,2,2,3,4617,14120,1,12,3,2,0,4,2,4,3,1,2
2008,No,35 - 44,35,R&D,Master's Degree,Medical,Male,Research Scientist,Single,Travel_Rarely,No,5,1395,9,2,48,3,2,3,5098,18698,1,19,3,2,0,10,3,10,7,0,8
1814,No,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Male,Healthcare Representative,Single,Travel_Rarely,No,3,447,5,2,85,4,2,2,6870,15530,3,12,3,1,0,11,1,3,2,1,2
2048,No,35 - 44,40,R&D,Master's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,1322,2,3,52,2,1,3,2809,2725,2,14,3,4,0,8,3,2,2,2,2
1952,No,25 - 34,26,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,Travel_Rarely,No,6,157,1,3,95,3,1,1,2867,20006,0,13,3,4,0,8,2,7,7,7,6
1727,No,45 - 54,46,R&D,Master's Degree,Life Sciences,Male,Healthcare Representative,Single,Travel_Rarely,No,3,717,13,3,34,3,2,2,5562,9697,6,14,3,4,0,19,3,10,7,0,9
1677,No,45 - 54,49,R&D,Bachelor's Degree,Life Sciences,Male,Manager,Single,Travel_Rarely,No,2,809,1,3,36,3,4,3,15379,22384,4,14,3,1,0,23,3,8,7,0,0
1623,No,Under 25,21,R&D,High School,Medical,Male,Research Scientist,Single,Travel_Rarely,No,2,546,5,3,97,3,1,4,3117,26009,1,18,3,3,0,3,3,2,2,2,2
1417,No,25 - 34,26,R&D,Bachelor's Degree,Other,Male,Laboratory Technician,Single,Travel_Rarely,No,2,652,7,3,100,4,1,1,3578,23577,0,12,3,4,0,8,3,7,7,0,7
1564,No,35 - 44,35,R&D,Bachelor's Degree,Medical,Male,Laboratory Technician,Single,Travel_Rarely,No,3,992,1,4,68,2,1,1,2450,21731,1,19,3,2,0,3,3,3,0,1,2
1545,No,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Male,Manufacturing Director,Single,Travel_Rarely,No,2,575,25,4,44,2,2,2,4320,24152,1,13,3,4,0,5,3,5,3,0,2
1883,No,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,2,592,7,4,59,3,1,1,2062,19384,3,14,3,2,0,11,3,3,2,1,2
2038,No,25 - 34,32,R&D,Bachelor's Degree,Technical Degree,Male,Research Scientist,Single,Travel_Rarely,No,4,529,2,4,78,3,1,1,2439,11288,1,14,3,4,0,4,3,4,2,1,2
1475,No,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,3,1467,20,4,49,3,1,2,3420,21158,1,13,3,3,0,6,2,5,2,1,3
1860,No,35 - 44,42,R&D,Bachelor's Degree,Life Sciences,Male,Laboratory Technician,Single,Travel_Rarely,No,3,1142,8,4,81,3,1,3,3968,13624,4,13,3,4,0,8,3,0,0,0,0
2007,No,Under 25,22,R&D,Associates Degree,Life Sciences,Male,Research Scientist,Single,Travel_Rarely,No,2,581,1,4,63,3,1,3,3375,17624,0,12,3,4,0,4,4,3,2,1,2
1982,No,Under 25,23,R&D,Associates Degree,Other,Male,Laboratory Technician,Single,Travel_Rarely,No,6,571,12,4,78,3,1,4,2647,13672,1,13,3,3,0,5,4,5,2,1,4
1472,No,45 - 54,53,R&D,Bachelor's Degree,Medical,Male,Research Director,Single,Travel_Rarely,No,2,447,2,4,39,4,4,2,16598,19764,4,12,3,2,0,35,2,9,8,8,8
1453,No,25 - 34,31,Sales,Associates Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,No,5,326,8,1,31,3,3,4,10793,8386,1,18,3,1,1,13,3,13,7,9,9
1754,No,25 - 34,30,Sales,Associates Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,No,2,979,15,3,94,2,3,1,7140,3088,2,11,3,1,1,12,3,7,7,1,7
2037,No,35 - 44,41,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,No,5,930,3,3,57,2,2,2,8938,12227,2,11,3,3,1,14,3,5,4,0,4
1951,No,25 - 34,34,Sales,Master's Degree,Medical,Male,Sales Executive,Divorced,Travel_Rarely,No,2,1239,13,4,39,3,3,3,8628,22914,1,18,3,3,1,9,2,8,7,1,1
1497,No,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Divorced,Travel_Rarely,No,3,1246,19,3,77,2,2,3,8620,23757,1,14,3,3,2,10,3,10,7,0,4
1670,No,25 - 34,33,Sales,Master's Degree,Medical,Male,Sales Executive,Divorced,Travel_Rarely,No,5,392,2,4,93,3,2,4,5505,3921,1,14,3,3,2,6,3,6,2,0,4
1466,No,45 - 54,48,Sales,Bachelor's Degree,Marketing,Male,Sales Executive,Divorced,Travel_Rarely,No,3,1221,7,3,96,3,2,1,5486,24795,4,11,3,1,3,15,3,2,2,2,2
1548,No,35 - 44,40,Sales,Associates Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,5,1342,9,1,47,3,2,1,5473,19345,0,12,3,4,0,9,4,8,4,7,1
1560,No,25 - 34,33,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,6,1242,8,1,46,3,2,1,6392,10589,2,13,3,4,1,8,1,2,2,2,2
1996,No,25 - 34,31,Sales,Associates Degree,Life Sciences,Male,Sales Representative,Married,Travel_Rarely,No,1,1154,2,1,54,3,1,3,3067,6393,0,19,3,3,1,3,3,2,2,1,2
1749,No,25 - 34,31,Sales,Bachelor's Degree,Technical Degree,Male,Sales Executive,Married,Travel_Rarely,No,3,1003,5,1,51,3,2,3,8346,20943,1,19,3,3,1,6,3,5,2,0,2
2013,No,25 - 34,32,Sales,Master's Degree,Medical,Male,Sales Representative,Married,Travel_Rarely,No,2,234,1,2,68,2,1,2,2269,18024,0,14,3,2,1,3,3,2,2,2,2
1945,No,35 - 44,35,Sales,Master's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,2,682,18,2,71,3,2,1,5561,15975,0,16,3,4,1,6,1,5,3,0,4
1568,No,25 - 34,30,Sales,Master's Degree,Technical Degree,Male,Sales Executive,Married,Travel_Rarely,No,3,1288,29,3,33,3,3,2,9250,17799,3,12,3,2,1,9,3,4,2,1,3
1582,No,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,3,1245,14,3,80,3,2,2,9924,12355,0,11,3,4,1,10,3,9,8,7,7
1739,No,25 - 34,32,Sales,Bachelor's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,2,371,19,4,80,1,3,3,9610,3840,3,13,3,3,1,10,1,4,3,0,2
1492,No,35 - 44,35,Sales,High School,Life Sciences,Male,Sales Representative,Married,Travel_Rarely,No,3,660,7,4,76,3,1,3,2404,16192,1,13,3,1,1,1,3,1,0,0,0
1446,No,25 - 34,32,Sales,Doctoral Degree,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,3,601,7,4,97,3,2,4,9204,23343,4,12,3,3,1,7,2,4,3,0,3
1588,No,35 - 44,39,Sales,Bachelor's Degree,Medical,Male,Sales Executive,Married,Travel_Rarely,No,3,1462,6,4,38,4,3,3,8237,4658,2,11,3,1,1,11,3,7,6,7,6
1787,No,35 - 44,37,Sales,Associates Degree,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,2,589,9,2,46,2,2,2,4189,8800,1,14,3,1,2,5,3,5,2,0,3
1908,No,35 - 44,36,Sales,Associates Degree,Marketing,Male,Sales Executive,Married,Travel_Rarely,No,1,335,17,3,33,2,2,2,5507,16822,2,16,3,3,2,12,1,4,2,1,3
1995,No,35 - 44,38,Sales,Master's Degree,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,3,1321,1,4,86,3,2,2,4440,7636,0,15,3,1,2,16,3,15,13,5,8
1479,No,25 - 34,30,Sales,High School,Life Sciences,Male,Sales Executive,Married,Travel_Rarely,No,2,1358,16,4,96,3,2,3,5301,2939,8,15,3,3,2,4,2,2,1,2,2
1961,No,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Male,Sales Representative,Single,Travel_Rarely,No,3,1404,1,1,59,2,1,1,2858,11473,4,14,3,1,0,20,2,1,0,0,0
1975,No,35 - 44,39,Sales,Master's Degree,Marketing,Male,Sales Executive,Single,Travel_Rarely,No,3,119,15,2,77,3,4,1,13341,25098,0,12,3,1,0,21,3,20,8,11,10
